Best_dup0,EW_dup0,MV_dup0,EG_dup0,ONS_dup0
1.0,1.0,1.0,1.0,1.0
1.07895,1.0074825,1.009434868298492,1.0074825,1.0074825
1.02439,0.9994941666666667,1.0034548586969199,0.9995106192847233,0.9981976361752168
1.02866,0.9996558333333333,1.0001681625452072,0.9996978680233459,0.9947416879646916
1.08333,1.0061802777777777,0.9969700113801554,1.00612745753926,1.0147596665082592
1.04878,1.0016116666666666,1.004636265040985,1.0016495346882341,0.9959372929680577
1.03084,0.9943305555555556,0.9969121262895471,0.9943700577189505,0.9856072575115805
1.09091,0.9987530555555556,1.0023411663454251,0.9986375002886927,1.0153732698477893
1.04938,1.0051952777777777,1.0039859429396285,1.0051784471754615,1.0062019415370849
1.10448,1.0027066666666666,1.0006652916840124,1.002722381257601,0.9989281009489038
1.10811,1.0044780555555555,1.011182752434957,1.0045457974481438,1.0023146621090608
1.06494,0.9974497222222222,0.9988231392081424,0.997438889937273,0.9938070236545833
1.04348,1.0019752777777777,0.9984293495597326,1.0018340599566313,1.0088758957856778
1.01437,0.9964130555555556,0.9979543085564885,0.9963785209191981,0.9996696321170981
1.01366,0.9972213888888889,0.9963993887454409,0.9972087082511373,0.9968865291540233
1.02513,0.9965955555555556,0.9977793987518144,0.996649920330024,0.9926084079101821
1.02451,0.9910283333333333,0.9944551690920221,0.9911035247925244,0.9765201507523416
1.1,1.0111155555555555,1.0107138125862443,1.010983109141439,1.0298196946748377
1.03056,1.0039283333333333,1.0039145648829688,1.0039202234460245,1.0039918559920373
1.09091,1.0001919444444445,1.0020348116879965,1.00006893056859,1.0135810144127366
1.0625,1.0038194444444444,1.002128199722919,1.003888710374889,0.9959739163300902
1.02941,0.9942233333333333,0.9929611513229859,0.9941954372387996,0.9977786480990662
1.02353,0.9935852777777777,0.9911556596218439,0.9935169850034156,1.0004005136298961
1.03086,0.9994191666666666,0.9981496662053675,0.9994980647869957,0.991175763283895
1.04545,0.9953805555555556,0.9964223604614937,0.9953638584869027,1.000102421793962
1.04348,1.0006875,0.997358188447545,1.0006485666710037,1.004472454803634
1.02256,0.9951158333333333,1.0009702752529024,0.9951832992559122,0.9894934523619305
1.04348,0.9858388888888889,0.9873379726847975,0.9857106806908588,0.9961558179188805
1.01944,0.9944063888888889,0.9992753796823846,0.994434606342133,0.989213950797588
1.06579,1.0099069444444444,1.0060370432683796,1.009927086882963,1.0046425980958154
1.04545,1.0041833333333334,1.0066384508689323,1.0041801513481436,1.0042392753733502
1.01747,0.9996161111111111,1.0008876994027356,0.9996083717874872,0.998910131245349
1.04545,1.0077172222222222,1.0075141249956854,1.0076662047499036,1.0121317916608241
1.03165,1.0016697222222222,1.0011434145223692,1.0016484914050745,1.0038549274744928
1.04545,1.0049897222222222,1.009806415550413,1.004981305722777,1.006753293976584
1.04115,1.0008302777777778,0.9982322083815959,1.000845885654278,0.9987573024087718
1.03125,1.0012391666666667,1.0064577262986327,1.001305723292255,0.9901953064221709
1.2,1.0006122222222222,0.9952657774301789,1.0003382680342094,1.0360120309777687
1.02181,1.0002880555555556,1.0037273242274714,1.0003622518477804,0.9888791823051829
1.04545,0.9965994444444445,0.9948100587984319,0.9965721771687808,0.9998877551185877
1.01961,0.9974283333333334,1.0000712814669563,0.9973884001004191,0.9983773096232917
1.02,1.0057441666666667,1.0076117351245033,1.0057843753416287,1.0002116144710214
1.0303,0.9980244444444445,1.0001113109791424,0.998041853393513,0.9983899632760965
1.09091,1.0081469444444444,1.0078029950993603,1.008081765580119,1.0186779702033342
1.01724,0.9980463888888889,0.9974976209590993,0.9980679419265542,0.9930845393018284
1.021,1.0023372222222222,1.0050849921252583,1.0023872929013706,0.9931452996641038
1.09091,1.0069561111111112,1.0040357788917456,1.0068206903055048,1.0216373652764412
1.01613,0.9966419444444444,1.0011345711949309,0.9966037939861614,0.9986640462357843
1.0129,0.9994138888888889,0.9988509962180094,0.9993966293108497,1.001088152390401
1.02564,1.0015975,0.9999897381031261,1.001667482928382,0.9898582350017548
1.06061,1.0009516666666667,1.0068663264859539,1.0010087508756071,0.9947931516384281
1.04464,1.0054069444444445,1.0049109108405978,1.0054322385329282,1.0004928774622746
1.1,1.0059183333333332,1.0056732084448514,1.0057848265573544,1.0236951829174488
1.03059,1.0057533333333333,0.9983605618216965,1.0057377378601413,1.0057933764394364
1.03265,1.0062208333333333,1.001518340680673,1.006286440036816,0.9985847463908838
1.02685,0.9982719444444444,0.999950252702807,0.9982625578957559,0.9988605220759927
1.02439,0.9962688888888889,0.9989112197718071,0.9963044507323091,0.9891560237762687
1.03896,1.006741111111111,1.0040138683863493,1.0067173020294777,1.0108940587393733
1.1,1.0108052777777778,1.006263217987217,1.0106395770704324,1.036106407768313
